drug_name,smiles,therapeutic_min_mg_L,therapeutic_max_mg_L,toxic_min_mg_L,half_life_h,half_life_h_max,source,pubchem_cid,unit_converted,data_quality_flag,likely_therapeutic_agent,non_therapeutic_reason
Sevoflurane,C(OC(C(F)(F)F)C(F)(F)F)F,40,80,,1.8,3.8,Schulz_2020_CritCare,5206,no,,True,
Sibutramine,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,0.001,0.01,0.11,4,8,Schulz_2020_CritCare,5210,no,,True,
Sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.05,0.5,1,3,5,Schulz_2020_CritCare,135398744,no,,True,
Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,0.003,0.006,0.01,2,4,Schulz_2020_CritCare,54454,no,,True,
Sirolimus (Rapamycin),CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,0.005,0.015,0.015,57,63,Schulz_2020_CritCare,145684635,no,,True,
Sisomicin,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,0.5,10,,,,Schulz_2020_CritCare,36119,no,,True,
Sitagliptin,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,0.05,0.38,0.72,8,14,Schulz_2020_CritCare,4369359,no,,True,
Sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,0.5,3,7.5,5,13,Schulz_2020_CritCare,5253,no,,True,
Sparteine,C1CCN2CC3CC(C2C1)CN4C3CCCC4,0.5,1,,2.5,,Schulz_2020_CritCare,644020,no,,True,
Spiramycin,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,0.4,3,,5,8,Schulz_2020_CritCare,5289394,no,,True,
Spiraprilate,CC(C(=O)N1CC2(CC1C(=O)O)SCCS2)NC(CCC3=CC=CC=C3)C(=O)O,0.006,0.045,,33,41,Schulz_2020_CritCare,3033702,no,,True,
Spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,0.05,0.25,,13,24,Schulz_2020_CritCare,5833,no,,True,
Stiripentol,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,1,10,15,4,13,Schulz_2020_CritCare,5311454,no,,True,
Streptomycin,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,1,5,40,2,4,Schulz_2020_CritCare,19649,no,,True,
Sufentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,2e-05,2e-05,,1.6,6.3,Schulz_2020_CritCare,41693,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Sulbactam,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,8,80,,1,2,Schulz_2020_CritCare,130313,no,,True,
Sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,30,60,400,9,12,Schulz_2020_CritCare,5329,no,,True,
Sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,5,30,50,4,10,Schulz_2020_CritCare,5339,no,,True,
Sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,90,100,,5,8,Schulz_2020_CritCare,5344,no,,True,
Sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,6,17,,3,5,Schulz_2020_CritCare,5342,no,,True,
Sulindac,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,1,5,10,,,Schulz_2020_CritCare,1548887,no,,True,
Sulpiride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,0.05,0.4,1,4,14,Schulz_2020_CritCare,5355,no,,True,
Sultiam (Sulthiame),C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,0.5,12.5,12,3,30,Schulz_2020_CritCare,5356,no,,True,
Sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,0.018,0.06,0.12,1,4,Schulz_2020_CritCare,5358,no,,True,
Suramin,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C,100,100,300,44,54,Schulz_2020_CritCare,5361,no,,True,
Tacrine,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,0.01,0.01,0.02,2,4,Schulz_2020_CritCare,1935,no,,True,
Tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,0.005,0.015,0.02,9,16,Schulz_2020_CritCare,445643,no,,True,
Tadalafil,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,0.09,0.48,0.96,16,19,Schulz_2020_CritCare,110635,no,,True,
Talinolol,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,0.04,0.15,,10,14,Schulz_2020_CritCare,68770,no,,True,
Talipexole,C=CCN1CCC2=C(CC1)SC(=N2)N,0.0001,0.001,,5,9,Schulz_2020_CritCare,5374,no,,True,
Tamoxifen,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,0.05,0.5,,5,7,Schulz_2020_CritCare,2733526,no,,True,
Tamsulosin,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,0.003,0.022,,5,16,Schulz_2020_CritCare,129211,no,,True,
Tapentadol,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,0.01,0.13,,3,7,Schulz_2020_CritCare,9838022,no,,True,
Teicoplanin,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,15,20,200,10,15,Schulz_2020_CritCare,133065662,no,,True,
Telmisartan,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,0.006,0.225,,21,25,Schulz_2020_CritCare,65999,no,,True,
Temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,0.02,0.15,1,6,25,Schulz_2020_CritCare,5391,no,,True,
Tenoxicam,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,1.5,4,,70,90,Schulz_2020_CritCare,54677971,no,,True,
Terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,0.02,0.08,0.16,8,12,Schulz_2020_CritCare,5401,no,,True,
Terbinafine,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,0.01,0.03,,20,36,Schulz_2020_CritCare,1549008,no,,True,
Terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,0.001,0.006,,16,20,Schulz_2020_CritCare,5403,no,,True,
Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,0.01,0.01,0.04,15,22,Schulz_2020_CritCare,5405,no,,True,
Tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,1,5,30,6,10,Schulz_2020_CritCare,54675776,no,,True,
Tetrazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,0.05,0.6,,16,44,Schulz_2020_CritCare,25215,no,,True,
Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,0.5,1.5,,5,9,Schulz_2020_CritCare,5426,no,,True,
Theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,10,15,20,6,10,Schulz_2020_CritCare,5429,no,,True,
Theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,8,15,20,6,9,Schulz_2020_CritCare,2153,no,,True,
Thiamphenicol,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,0.5,3,20,2,7,Schulz_2020_CritCare,27200,no,,True,
Thiamylal,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC=C,5,5,,0.6,0.8,Schulz_2020_CritCare,3032285,no,,True,
Thiazinamium,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C,0.05,0.15,0.3,,,Schulz_2020_CritCare,6016,no,,True,
"Thiocyanate, from Nitroprusside",C(#N)[S-],5,30,35,3,4,Schulz_2020_CritCare,9322,no,,True,
Thiopental,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,1,5,7,3,8,Schulz_2020_CritCare,3000715,no,,True,
Thioproperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,0.001,0.02,0.1,,,Schulz_2020_CritCare,9429,no,,True,
Thioridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.1,0.2,0.4,7,13,Schulz_2020_CritCare,5452,no,,True,
Tiagabine,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,0.02,0.2,0.3,7,9,Schulz_2020_CritCare,60648,no,,True,
Tianeptine,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,0.03,0.08,0.16,2.5,3,Schulz_2020_CritCare,68870,no,,True,
Tiapride,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,1,2,4,2,6,Schulz_2020_CritCare,5467,no,,True,
Tiaprofenic acid,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,15,40,,1.5,3,Schulz_2020_CritCare,5468,no,,True,
Ticlopidine,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,1,2,,70,130,Schulz_2020_CritCare,5472,no,,True,
Tilidine,CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2,0.05,0.3,,1,7,Schulz_2020_CritCare,30131,no,,True,
Tiludronate (Tiludronic acid),C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,0.2,1.5,,65,78,Schulz_2020_CritCare,60937,no,,True,
Timolol,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,0.005,0.05,,2,6,Schulz_2020_CritCare,33624,no,,True,
Tin,[Sn],0.03,0.14,,,,Schulz_2020_CritCare,5352426,no,,False,toxic_metal
Tinidazol,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,10,50,,11,15,Schulz_2020_CritCare,5479,no,,True,
Tiopronin,CC(C(=O)NCC(=O)O)S,2,5,,12,37,Schulz_2020_CritCare,5483,no,,True,
Tiotixene (Thiothixene),CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,0.001,0.02,0.1,12,36,Schulz_2020_CritCare,941651,no,,True,
Tiotropium,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,16,16,,5,6,Schulz_2020_CritCare,5487427,no,,True,
Tipranavir (TPV),CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,20.5,20.5,,5.5,6,Schulz_2020_CritCare,54682461,no,,True,
Tizanidine,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,0.005,0.045,0.09,2,4,Schulz_2020_CritCare,5487,no,,True,
Tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,2,2,12,0.5,3,Schulz_2020_CritCare,36294,no,,True,
Tocainide,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,4,12,13,8,25,Schulz_2020_CritCare,38945,no,,True,
Tofenacin(e),CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC,0.025,0.1,0.5,,,Schulz_2020_CritCare,25315,no,,True,
Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,45,100,400,4,12,Schulz_2020_CritCare,5505,no,,True,
Tolcapone,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],3,6,12,2,,Schulz_2020_CritCare,4659569,no,,True,
Tolmetin,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,10,80,160,2,4,Schulz_2020_CritCare,5509,no,,True,
Tolperisone,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,0.09,0.3,0.7,1.8,2.9,Schulz_2020_CritCare,5511,no,,True,
Tolterodine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,0.0008,0.002,,2,3,Schulz_2020_CritCare,443879,no,,True,
Topiramate,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,2,10,16,18,30,Schulz_2020_CritCare,5284627,no,,True,
Topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,0.001,0.01,,2,3,Schulz_2020_CritCare,60700,no,,True,
Torasemide (Torsemide),CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,0.064,0.52,,2,6,Schulz_2020_CritCare,41781,no,,True,
Tramadol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,0.1,1,1,5,10,Schulz_2020_CritCare,33741,no,,True,
Trandolapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,0.00043,0.003,,0.6,0.8,Schulz_2020_CritCare,5484727,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Tranexamic acid,C1CC(CCC1CN)C(=O)O,10,50,,1,3,Schulz_2020_CritCare,5526,no,,True,
Tranylcypromine,C1C(C1N)C2=CC=CC=C2,0.05,0.05,0.1,1,3.5,Schulz_2020_CritCare,5530,no,,True,
Trapidil,CCN(CC)C1=CC(=NC2=NC=NN12)C,6,10,,2,6,Schulz_2020_CritCare,5531,no,,True,
Trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,0.7,1,1.2,4,11,Schulz_2020_CritCare,5533,no,,True,
Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,0.01,0.1,0.2,1.5,4,Schulz_2020_CritCare,5546,no,,True,
Triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.002,0.02,0.04,2,5,Schulz_2020_CritCare,5556,no,,True,
"2,2,2-Trichloroethanol",C(C(Cl)(Cl)Cl)O,5,15,40,6,10,Schulz_2020_CritCare,8259,no,,False,industrial_chemical
Trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,0.001,0.01,0.1,7,18,Schulz_2020_CritCare,5566,no,,True,
Triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,0.03,0.1,0.3,,,Schulz_2020_CritCare,5568,no,,True,
Trihexyphenidyl (Trihex),C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,0.05,0.2,0.5,24,41,Schulz_2020_CritCare,5572,no,,True,
Trimethadione,CC1(C(=O)N(C(=O)O1)C)C,20,40,,16,,Schulz_2020_CritCare,5576,no,,True,
Trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,1,2,,7,9,Schulz_2020_CritCare,5577,no,,True,
Trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,1.5,2.5,20,8,11,Schulz_2020_CritCare,5578,no,,True,
Trimipramine,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,0.15,0.3,0.6,10,20,Schulz_2020_CritCare,5584,no,,True,
Tripelenamine,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,0.02,0.06,,5,8,Schulz_2020_CritCare,5587,no,,True,
Triprolidine,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,0.004,0.045,,1,5,Schulz_2020_CritCare,5282443,no,,True,
Tropisetron,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,0.02,0.05,,7,9,Schulz_2020_CritCare,656665,no,,True,
Tubocurarine,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,0.4,3,,2,4,Schulz_2020_CritCare,6000,no,,True,
Uranium,[U],4e-05,4e-05,,1.08e+04,,Schulz_2020_CritCare,23989,yes,unit_converted:ng_per_mL_to_mg_per_L,False,toxic_metal
Urapidil,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,0.1,0.2,,2,3,Schulz_2020_CritCare,5639,no,,True,
Valnoctamide,CCC(C)C(CC)C(=O)N,5,6,40,7,14,Schulz_2020_CritCare,20140,no,,True,
Valproic acid,CCCC(CCC)C(=O)O,50,100,120,7,17,Schulz_2020_CritCare,3121,no,,True,
Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,0.8,6,12,5,12,Schulz_2020_CritCare,60846,no,,True,
Vancomycin,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,10,20,30,3.6,11,Schulz_2020_CritCare,14969,no,,True,
Vardenafil,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,0.002,0.004,,2,5,Schulz_2020_CritCare,135400189,no,,True,
Varenicline,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,0.004,0.005,0.01,23,39,Schulz_2020_CritCare,5310966,no,,True,
Vecuronium,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,0.2,0.37,,1,1.5,Schulz_2020_CritCare,39765,no,,True,
Venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,0.1,0.4,0.8,3,7,Schulz_2020_CritCare,5656,no,,True,
Verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,0.02,0.25,1,6,14,Schulz_2020_CritCare,2520,no,,True,
Vigabatrin,C=CC(CCC(=O)O)N,2,10,20,5,8,Schulz_2020_CritCare,5665,no,,True,
Vilazodone,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,0.03,0.07,0.14,18,32,Schulz_2020_CritCare,6918314,no,,True,
Vildagliptin,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,0.18,0.3,,2,3,Schulz_2020_CritCare,6918537,no,,True,
Viloxazine,CCOC1=CC=CC=C1OCC2CNCCO2,1,4,47,2,5,Schulz_2020_CritCare,5666,no,,True,
Vincamine,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,0.25,0.25,,1,2,Schulz_2020_CritCare,15376,no,,True,
Vinylbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)C=C,1,3,5,18,33,Schulz_2020_CritCare,72135,no,,True,
Viquidil,COC1=CC2=C(C=CN=C2C=C1)C(=O)CCC3CCNCC3C=C,0.15,0.25,,6,12,Schulz_2020_CritCare,65753,no,,True,
Vitamin B,C1=CC(=CN=C1)C(=O)N,300,500,,21,29,Schulz_2020_CritCare,936,no,,True,
Voriconazole,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,1,6,3.5,4,10,Schulz_2020_CritCare,71616,no,,True,
Vortioxetine,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,0.006,0.04,0.08,57,66,Schulz_2020_CritCare,9966051,no,,True,
Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,1,3,10,37,50,Schulz_2020_CritCare,54678486,no,,True,
Xamoterol,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,0.02,0.05,,13,30,Schulz_2020_CritCare,155774,no,,True,
Xipamide,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,3,11,,5,8,Schulz_2020_CritCare,26618,no,,True,
Yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,0.05,0.3,,1,3,Schulz_2020_CritCare,8969,no,,True,
Zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,0.005,0.03,,5,20,Schulz_2020_CritCare,5717,no,,True,
Zaleplon(e),CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,0.02,0.04,0.2,1,2,Schulz_2020_CritCare,5719,no,,True,
Zanoterone,CC12CCC3C(C1CCC2(C#C)O)CCC4C3(CC5=CN(N=C5C4)S(=O)(=O)C)C,0.1,0.5,,,,Schulz_2020_CritCare,9844827,no,,True,
Zidovudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],0.1,0.3,2,0.5,3,Schulz_2020_CritCare,35370,no,,True,
Zinc,[Zn],0.6,1.3,2,3600,1.152e+04,Schulz_2020_CritCare,23994,no,,True,
Zipeprol,COC(CN1CCN(CC1)CC(C(C2=CC=CC=C2)OC)O)C3=CC=CC=C3,0.1,0.7,,1.2,,Schulz_2020_CritCare,36910,no,,True,
Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,0.05,0.2,0.4,2,8,Schulz_2020_CritCare,60854,no,,True,
Zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,0.003,0.01,,1.6,3.8,Schulz_2020_CritCare,60857,no,,True,
Zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,0.08,0.16,0.32,1,5,Schulz_2020_CritCare,5732,no,,True,
Zomepirac,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,0.1,4,,4,10,Schulz_2020_CritCare,5733,no,,True,
Zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,20,30,40,50,70,Schulz_2020_CritCare,5734,no,,True,
Zopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,0.055,0.085,0.15,2,8,Schulz_2020_CritCare,5735,no,,True,
Zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,0.01,0.15,0.3,13,16,Schulz_2020_CritCare,5736,no,,True,
Zuclopenthixol,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,0.004,0.05,0.1,15,25,Schulz_2020_CritCare,5311507,no,,True,
